Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3306.6341478091304
ACCEGCATKHNRXUHW,1958.8243428014239
NKCE6GJ5XVJDXNNZ,11966.241529216848
NKCEB8BK3ZXDHDHM,9446.31750291514
TOPEFDXSAHRNPF94,5621.313936148853
ACCE558KZHEPZYMG,9478.06248192145
ACCEAZCVAMFHDPY7,5240.704512367576
NKCDYNY37JPBGBVM,2530.7899399832645
NKCEY8KWY33FCUYD,7532.94606154153
RNGE4YPTQYRECV9J,4584.003599479981
NKCE88AHBHJZREXH,3887.0053361426394
CLTEJ5ZZGBP4JGGE,7906.698060131913
WATE3NWH5FZWAMDA,8208.532017305159
CAGE53FSFZVFPFHQ,1708.116000925018
PCSEAKVBFFPGCHNZ,3808.7803655585662
WATDFFH3KJYBTYGG,7315.726707128011
NKCDWHFQSCHHYZMP,2765.006515615576
RNGEB2PG3Q5RKDW6,3453.332471417437
NKCE5UY9HHPZGGUZ,4472.52474478575
KTAEHETW3ZCMFMJR,4162.505809968616
BRAEBBYRVF9MHJHU,7726.867145273496
NKCEAX7HAQ2RJA3Q,10311.45453589024
CRTECN2RQZWBSP9W,4976.60737069163
WATDEWZ9UHSEHGZG,9430.219314120603
PTPEYW8HNV6G9YYR,2859.6095042354136
ACCEAMGZRRYVAHDC,4948.304688466401
SRTEHHXG8MUXTGPA,5954.896335875301
SKIE4S4NN4MHYM3Z,4968.356234557387
HMBE7G34YHWPWKYN,7195.001504832339
LLIEGTMFJBD7ZZZM,13902.563791344228
ACCEJGH6JVTM4CBH,876.9751774906763
ACCDQDYBXJ9HZF37,10110.148451183559
RNGE88FRGZCXNKUG,662.914101367059
NKCE7M3QNNPZDXHQ,10364.909671865584
VLBEGFFDP9H6WG2T,3516.347440818756
TOPEAFG4YEQSH5TT,2443.5545876945052
WATEYAP3K2QQQWDH,5377.520250510777
PCSEBDFUFJWGARNX,10650.315397533126
SWTEGXQFZY95SKG7,4882.323727592861
BRAEGJFXSM9ZQ6SK,6843.022567279076
CAGE6FYKP34GA4GF,7438.465481970419
HMBEJCMH78VJF3M8,4420.508097701945
HIFEB7J3GSTVN5XJ,10710.352411786083
PBXE6ZHNGZREWWHR,4718.7284450406005
PCSEAKVBNXFGZBKB,6800.861893766395
BRAEBBMQQNZ9RZWR,5762.12051509654
ACCEGKFCXHZZH44S,741.8008840461134
SHODXQRRGKZ74U9M,4312.404329565562
DREE2Y6DVEKVVQQS,4500.62934787315
PBXE8ZHHG5Y525BT,6916.945284442613
CTTEH9FXZHGFKUA3,7953.71085766927
ACCDXFZXGQTBTM6N,3624.9070733181084
NKCE9PFF3TT4KSQJ,7942.667440172364
BRAE6NZAZK77HXZK,893.8909486600087
NKCE4TV42BHDP63U,3407.255689522498
AIREDGGD9RJPZGYW,5543.399825200366
PCSEDAPMHR2HNHWP,8286.987240622298
PACE95FMAFXHZB5C,4485.957980661823
WATDG4KP445AV5XC,13616.561574511774
ACCE9EYRRNZYZUBG,466.0497754593881
ACCE8XZMAHNC8JVS,633.7062282544156
SHOED5DCSTQKZCGF,3778.854311793396
NKCE64Z4NGBHNAY7,3526.6013594536935
PBXE8WQTZ5GA2YYQ,741.7274496347926
MUGEGZUMGYAPVSZH,4653.012051382591
PBXE4RB3Y3GXWPFV,702.6359641091324
PCSE2ZFDJJGFNHC7,721.392261121379
CRTECN2QT5HKHZ8F,4854.999908784964
MUGEACY8Q7ZYSTN8,1536.9219335119305
ACCEGG9VGRMQGHRD,7334.241479398091
PCSE76X48PVSDDVK,1037.4796073535383
PBXE6677X2D6UFZZ,5742.143555652228
WCKEGGGD2TXHHTJC,315.0741128984134
NKCE7MMGF4PPGNA6,2931.395041526449
CRTECN2QYTPHK5YQ,4996.550638602496
OIDEJFCWMMR6JQBE,5658.52476220011
WATE5HFY4MJX6CHD,5341.295929043834
DREE4FC4TAR8M5GN,1402.1001877813435
HACEGPF9DZVUZBFY,8110.063207852778
PBXE4Q7YF5KUYJYW,11571.979415941993
SHIED9YEH65NSA8N,10482.180859644372
WATDHMQJ68MVBRFV,13494.032975918748
HMBEGWTFEV4TF2RH,3252.8273804561586
SHIE2FH7YTVDHFGT,3039.6937318052683
CRTECN2QYRY2KWZF,4434.482055161351
TSHEDJXPN4HNT2UP,6090.655319901907
SHOECZH5WGBZHZES,2652.6063438142373
NKCEDCT9MSAYG6H5,5348.436003344567
SOCEGGVYBTZPKXVP,4710.9326824896925
PBXECARAQBCDSAZW,3427.498368785685
CAGDU85YDHP9ZJH7,2348.096395623386
TCVEHSMFEGNCAGYN,5032.172123055096
RNGEDAPFZ2GKRUER,870.7248362004469
CAGDY9Q7HSNDHGFC,3766.6824261109796
NKCECKHYZVHBQU9F,480.13058589694924
NKCDQSVCRH8W73GF,6661.530582886976
WATD9H76RKGUUZHY,14099.812451088057
