Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3292.203125
ACCEGCATKHNRXUHW,1934.1749267578125
NKCE6GJ5XVJDXNNZ,11894.6513671875
NKCEB8BK3ZXDHDHM,9478.5009765625
TOPEFDXSAHRNPF94,5655.8896484375
ACCE558KZHEPZYMG,9416.25390625
ACCEAZCVAMFHDPY7,5314.1923828125
NKCDYNY37JPBGBVM,2534.9609375
NKCEY8KWY33FCUYD,7532.94287109375
RNGE4YPTQYRECV9J,4529.681640625
NKCE88AHBHJZREXH,3917.656494140625
CLTEJ5ZZGBP4JGGE,7940.73583984375
WATE3NWH5FZWAMDA,8200.7265625
CAGE53FSFZVFPFHQ,1695.8934326171875
PCSEAKVBFFPGCHNZ,3831.736083984375
WATDFFH3KJYBTYGG,7308.18310546875
NKCDWHFQSCHHYZMP,2764.57666015625
RNGEB2PG3Q5RKDW6,3460.091064453125
NKCE5UY9HHPZGGUZ,4490.81005859375
KTAEHETW3ZCMFMJR,4161.12255859375
BRAEBBYRVF9MHJHU,7955.34912109375
NKCEAX7HAQ2RJA3Q,10354.3251953125
CRTECN2RQZWBSP9W,4943.52880859375
WATDEWZ9UHSEHGZG,9445.34765625
PTPEYW8HNV6G9YYR,2855.06591796875
ACCEAMGZRRYVAHDC,5004.33447265625
SRTEHHXG8MUXTGPA,5984.52197265625
SKIE4S4NN4MHYM3Z,4996.87548828125
HMBE7G34YHWPWKYN,7345.23046875
LLIEGTMFJBD7ZZZM,13957.1396484375
ACCEJGH6JVTM4CBH,920.0568237304688
ACCDQDYBXJ9HZF37,10063.8505859375
RNGE88FRGZCXNKUG,659.8845825195312
NKCE7M3QNNPZDXHQ,10436.318359375
VLBEGFFDP9H6WG2T,3549.02978515625
TOPEAFG4YEQSH5TT,2441.92529296875
WATEYAP3K2QQQWDH,5354.36279296875
PCSEBDFUFJWGARNX,10618.673828125
SWTEGXQFZY95SKG7,4897.20849609375
BRAEGJFXSM9ZQ6SK,6769.23583984375
CAGE6FYKP34GA4GF,7331.10107421875
HMBEJCMH78VJF3M8,4434.46875
HIFEB7J3GSTVN5XJ,10628.04296875
PBXE6ZHNGZREWWHR,4704.43994140625
