Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3307.07855349781
ACCEGCATKHNRXUHW,1949.5218945982692
NKCE6GJ5XVJDXNNZ,11967.461779147201
NKCEB8BK3ZXDHDHM,9437.027031191716
TOPEFDXSAHRNPF94,5647.480401270192
ACCE558KZHEPZYMG,9491.073621061441
ACCEAZCVAMFHDPY7,5271.226609796737
NKCDYNY37JPBGBVM,2520.074740285997
NKCEY8KWY33FCUYD,7563.554588439495
RNGE4YPTQYRECV9J,4569.886763490113
NKCE88AHBHJZREXH,3915.292604234903
CLTEJ5ZZGBP4JGGE,7921.509256663869
WATE3NWH5FZWAMDA,8158.548985076478
CAGE53FSFZVFPFHQ,1712.1974587067305
PCSEAKVBFFPGCHNZ,3795.373741519318
WATDFFH3KJYBTYGG,7333.646187758208
NKCDWHFQSCHHYZMP,2760.7857903259055
RNGEB2PG3Q5RKDW6,3467.5126640385215
NKCE5UY9HHPZGGUZ,4473.474091923237
KTAEHETW3ZCMFMJR,4157.956535268662
BRAEBBYRVF9MHJHU,7736.147238177773
NKCEAX7HAQ2RJA3Q,10334.214003016157
CRTECN2RQZWBSP9W,4969.76012298081
WATDEWZ9UHSEHGZG,9439.159399881517
PTPEYW8HNV6G9YYR,2854.974449237394
ACCEAMGZRRYVAHDC,4955.580786760973
SRTEHHXG8MUXTGPA,5961.215089022071
SKIE4S4NN4MHYM3Z,4992.939487032614
HMBE7G34YHWPWKYN,7206.490724234771
LLIEGTMFJBD7ZZZM,13888.874472186248
ACCEJGH6JVTM4CBH,880.2942413455021
ACCDQDYBXJ9HZF37,10125.317440534938
RNGE88FRGZCXNKUG,662.9622963817524
NKCE7M3QNNPZDXHQ,10369.20349374388
VLBEGFFDP9H6WG2T,3524.4263736415664
TOPEAFG4YEQSH5TT,2437.0828819037724
WATEYAP3K2QQQWDH,5407.9053747460675
PCSEBDFUFJWGARNX,10660.628348240283
SWTEGXQFZY95SKG7,4889.755906333798
BRAEGJFXSM9ZQ6SK,6809.145576934525
CAGE6FYKP34GA4GF,7420.673949999523
HMBEJCMH78VJF3M8,4429.009462725015
HIFEB7J3GSTVN5XJ,10686.19513211408
PBXE6ZHNGZREWWHR,4717.250149432641
PCSEAKVBNXFGZBKB,6799.458180166907
BRAEBBMQQNZ9RZWR,5770.545693211188
ACCEGKFCXHZZH44S,742.3233456260675
SHODXQRRGKZ74U9M,4313.524484139491
DREE2Y6DVEKVVQQS,4497.248309515986
PBXE8ZHHG5Y525BT,6931.997589184573
CTTEH9FXZHGFKUA3,7945.243112172526
ACCDXFZXGQTBTM6N,3607.8503642583332
NKCE9PFF3TT4KSQJ,7938.408396658911
BRAE6NZAZK77HXZK,896.1383695586932
NKCE4TV42BHDP63U,3417.1171991661863
AIREDGGD9RJPZGYW,5547.517625638051
PCSEDAPMHR2HNHWP,8267.99898179512
PACE95FMAFXHZB5C,4486.590949148935
WATDG4KP445AV5XC,13639.226449213904
ACCE9EYRRNZYZUBG,462.6770287312195
ACCE8XZMAHNC8JVS,633.0980437266983
SHOED5DCSTQKZCGF,3790.03081536102
NKCE64Z4NGBHNAY7,3524.800160988651
PBXE8WQTZ5GA2YYQ,730.6604094012871
MUGEGZUMGYAPVSZH,4662.867135156497
PBXE4RB3Y3GXWPFV,704.2433296738657
PCSE2ZFDJJGFNHC7,729.1809096703025
CRTECN2QT5HKHZ8F,4868.393007116476
MUGEACY8Q7ZYSTN8,1546.025440864786
ACCEGG9VGRMQGHRD,7326.961307311884
PCSE76X48PVSDDVK,1044.358357328628
PBXE6677X2D6UFZZ,5745.91540590051
WCKEGGGD2TXHHTJC,318.4884123366054
NKCE7MMGF4PPGNA6,2935.619911757817
CRTECN2QYTPHK5YQ,4986.552959036935
OIDEJFCWMMR6JQBE,5670.689044648821
WATE5HFY4MJX6CHD,5384.913642940992
DREE4FC4TAR8M5GN,1408.205881335217
HACEGPF9DZVUZBFY,8102.298409323056
PBXE4Q7YF5KUYJYW,11577.313475831044
SHIED9YEH65NSA8N,10471.86335955009
WATDHMQJ68MVBRFV,13470.505223409686
HMBEGWTFEV4TF2RH,3267.7488080386906
SHIE2FH7YTVDHFGT,3041.5946268452994
CRTECN2QYRY2KWZF,4442.587041909566
TSHEDJXPN4HNT2UP,6102.768487233115
SHOECZH5WGBZHZES,2649.021943303473
NKCEDCT9MSAYG6H5,5350.466068189594
SOCEGGVYBTZPKXVP,4721.179241665175
PBXECARAQBCDSAZW,3435.874305921633
CAGDU85YDHP9ZJH7,2355.5144882098884
TCVEHSMFEGNCAGYN,5027.928115337375
RNGEDAPFZ2GKRUER,873.6850412353687
CAGDY9Q7HSNDHGFC,3765.147776190887
NKCECKHYZVHBQU9F,476.8262443584076
NKCDQSVCRH8W73GF,6641.571050751534
WATD9H76RKGUUZHY,14148.261882269737
NKCE5HYVDQVATMKF,1993.408823105037
RNGE9GWMKVHGEYZG,4242.969964524991
SHOEAGUMMWFABHUT,3266.5919481593237
SWDEGZMPYQGNEBHG,5028.67374662441
TOPEFDXSHZPHCUAU,9404.651151868673
CAGDU85Y85GDJGUD,1067.8865745059907
CAGE4BQXK3FSTRRS,3290.167383306071
CAGDZVGTV3SMMMBY,5271.450944398254
BEOEGXRVQPCKJHYC,3478.0079739022326
NKCE9YFBBYBM88DR,3231.7209147716167
DREECZGZVWGQM23M,4138.431602581324
PBXECYF3YHWYG4UN,348.4533228167188
WATEBG8FGBPUPKCV,4960.451710674251
SHIEEJG9RRDUH9XG,3350.8038932834365
CRTECN2QXAPEWXSF,2615.2037513906653
BRAEE6YMSYPNCUX3,1348.1648421567393
WATE9MVXJXHZHEJU,3352.3629152934163
RNGDREYRQQGZAPQM,5730.765526495253
CTPEGGFSNDQFAAVE,3400.4703173953776
NKCEF2RFAPHSHZZZ,4021.2574586321007
TOPDYAZZG5NU7ZBZ,7148.572548385828
PBXE7QPWMSS5XGPZ,254.01377265022347
PCSECV3FHFAQ9T36,12105.674728125323
CRNEJB4NBT9BTM84,5136.455704685331
TSHEHU5RFJCTJKBV,6924.448374430473
DREECZJC3XBKGDZT,5481.368479761989
SUDEGGATGYXA9YBC,12334.449653639764
BRAE8WYHTVZMFFHS,5681.549994754074
SFFEGZBXTYFSYJQA,4266.332821964112
ACCEABVYXNHCT8UE,5399.241700053995
BWLE6SJE9PXGV6DD,925.1633102617192
NKCDYQ3RHYREHHYV,3849.1665381071366
NKCECDCRWDMZEH2Z,2996.4721922824356
SRTEH2F6HUZMQ6SJ,7171.222243831257
BRAE6KWFGZFXKPPB,3474.909286533201
HACEJQY5FQRZZUGM,8422.026996360924
CAGEYUXVF2FNARKD,3233.763875305585
NKCE7M3QTHTCGVVF,4028.8658099559966
TOPE8PBFNH9YNHFK,4868.221310260235
BRAEDQFRZS9QFYTQ,1419.043545072394
HMBEJCMMQR2JHFVP,2065.3452373111886
ACCDRFVG52PHVRSK,7555.034167859905
NKCE7MBR4QRBASDQ,3249.037940104131
NKCDWBPZNZU5K2QZ,3422.1970951590224
BRAE8HMQATXFHFGZ,3509.130972947756
MUGEAGGKEGCPWWPN,3558.3698633770828
BKPEGXYWWJPETZZA,5343.688134195268
SGLEGBV6ZNUJNJS9,6022.555809679655
CAGEYUXVAKNKDUUV,6535.956096484939
NKCEDH9ANZGDAUWG,3014.4561812959305
NKCE5EHJHS38BUWB,3454.6756944993126
PBXE9YWGRFUQXHQH,12860.451315184588
SHIE3QDHP5RDGMZY,2691.0314796750963
RNGE9HDVMPVBYPGJ,3342.2109464241735
SCHE4YSTCUUSJWCK,2057.312955704337
SNDEGGTV9XERMGHH,7251.622886790321
PBXE92XFUMB7QWY6,8459.023012131052
CRTECN2QYK2R2PUS,4115.672681735152
TOPEEEPVYHHF9HGW,3390.1344671957386
MUGE8F5RDEYMH4YH,3893.318719152226
NKCE52CSJ2GUY64G,1446.8476790001316
SHOE2K68QHZ3DWZF,3873.619586271051
DREE9YJHZZHWHAU7,4022.093851607497
NKCEACYSHS4MGKGY,12923.339774844559
CAGECT64KH6CZVMR,14291.057314788184
WATD9H76RG5FQT5Y,14872.434900835391
NKCE5UY97ACC9QAZ,562.2085422054666
LJGEG6UPBW8GKPRD,4539.61005896772
PBXEBFGFRM5797BZ,4584.104548995656
RNGEAY8GRWYMYSAK,5091.937752283145
SHOEF9G8WTWGAAFB,3733.345316249505
PBXE5ZJZSAC73ZED,8687.577933459204
NKCEYYX9HJWJXAA8,3515.504961608056
CAGDTFSHTF6TRBFZ,4502.415597062342
PBXE6E6YDZDNVKQH,714.7688026214232
TROEGNQDQNGN99PJ,4427.621001553484
CRTECN2QXC68CTUM,6384.362619791257
CRTECN2QZNXTGGXG,5270.05199743374
VANE4VND2XHZRCNT,946.1292383029414
NKCE8SESMHF2VSRM,3741.183943597925
SHOEBYY4ZDWGQGEW,7734.853997298421
NKCEB7935AJSADGR,3865.6583383815646
SHIEBAXYS3FUTX8Z,6444.881856625233
NKCE2YCPKAPWDH8C,2871.0949324244957
FABE92NVHZHSFHGT,3348.8040779245475
SHIE93YGTRAV6XTW,5704.22477147841
CSOEGTPR39XZHZJY,4958.2879364963355
WATE5HFYHPFHRCHY,4984.499754512599
BRAEBHCHY6VVRNRQ,1827.6228483257182
NKCE5QPMUZRQFDAZ,1883.635142578803
NKCE9ABEE5HDWZSM,5886.015296707585
SHOEJCZ28JFRY9RR,5870.742242660829
PSLEAVTQQXEXZYYZ,4742.3931478717095
SHOE66V8UMNGZKYM,989.8463987817157
SHIE5HBGWKWJWFRA,3780.347118567049
TOPE4HXDZHPR9K2C,1664.42644979451
BRAEBCTWGWYRWXHC,5452.97020200051
TOPE6ZCJBVZY3HBH,5040.0696042387735
CRNEG7BKMFFYHQ8Z,4873.372455257415
SHOE7DJBEPYGQPHF,3800.007056451392
ACCEHY86UG6B63AZ,4775.255699426954
BLBEJR23J2CTPFAU,6214.302924370035
ACCEEV5V5VD5DR9C,826.5573636085757
UMBEJZFHE285UEV2,6000.691010543241
SHOEBN3FFYG75P3D,3046.499727489146
NKCEFGFURYNWH2DR,3850.1189401976803
ETHEJG7NW4M4AFCZ,6860.249692990367
SWSE9UH4KXCHZHRJ,3464.355666150451
CRTECN2QZ7XUGBR6,4259.65014883631
BRAEDNX2NHZX5PKN,9753.979079829403
BRAE73KFJGNSP2NP,1995.2427602689074
MAHEDFPZVKF79JVQ,3951.939229598856
NKCECRQY6MGHBPQ3,8845.194603231932
CRTECN2QYYWUXHRP,3161.869174315383
CPCEKY4TKBYFE7PH,5671.83880227537
TOPEA8HNSZB8VGUR,2456.84637182558
TOPECJZ4ZDXQZB4A,5289.793106244688
SHIE92XGJHG4HH5E,6224.206828310032
CRTECN2QVSZXUG7X,4943.676668927712
BRAEBBYRUSRHZD34,7535.792473362378
IFPEE76BG92E5SVS,5751.351141650428
CAGEBZ7UGCZZHVTE,209.20136009295342
CAGE3GFTPMNXPZAG,771.6739944423537
SWTEDX3KRCTNHUGY,5871.746869790428
BBAEFKXVXVM8SYZW,7105.865443637817
PENEGZ6RHFWHX7JX,1552.387523497047
ETHEGFZFQT7ZCH3U,3045.1359222329766
